"iter","train_mlogloss_mean","train_mlogloss_std","test_mlogloss_mean","test_mlogloss_std"
1,2.169428,0.000351062198073757,2.17000766666667,0.000253405251515665
2,2.068397,0.000654279756053925,2.069427,0.0003813983037329
3,1.98693333333333,0.000840068383112323,1.98833666666667,0.00058973515720488
4,1.91906666666667,0.000965921091884605,1.92081966666667,0.000783042073352454
5,1.86139933333333,0.00112371773827729,1.863436,0.000893712854709387
6,1.811711,0.00111655929829684,1.81402333333333,0.0011376016681339
7,1.768503,0.00127698629604095,1.77113433333333,0.00118865255169103
8,1.73056666666667,0.00135997459126508,1.73347333333333,0.00130685738387142
9,1.69704933333333,0.00137494735249908,1.70023466666667,0.0014220364114987
10,1.66705366666667,0.00129272073119803,1.6705,0.00165718978987826
11,1.640366,0.00133059861216569,1.64405966666667,0.00174477053576724
12,1.616484,0.00146446326910891,1.62042966666667,0.00169020912589926
13,1.595061,0.00151285315436659,1.59924966666667,0.00176866094986168
14,1.57571233333333,0.00146946256221096,1.58014366666667,0.00188618244672482
15,1.55822233333333,0.00147657584371073,1.56289,0.00197540594989063
16,1.542482,0.00146283104519816,1.547383,0.00207889265404162
17,1.52803366666667,0.00148936324948824,1.533145,0.0021610557605557
18,1.514959,0.00139835212553398,1.52030466666667,0.00229805154185846
19,1.503121,0.00147617094761263,1.508696,0.00229070178467965
20,1.49235033333333,0.00144552673993684,1.49815033333333,0.00237478368606865
21,1.482486,0.00147716485211686,1.488481,0.00240654122478539
22,1.473555,0.00146456296101293,1.47974633333333,0.00247412709623149
23,1.46533533333333,0.00148355121987226,1.471727,0.00251787330899857
24,1.45785133333333,0.00146478037791845,1.464435,0.00259906149731683
25,1.45098033333333,0.00145339724647898,1.45777,0.0026642751360197
26,1.44463366666667,0.00152803170406656,1.45163933333333,0.00262747208464243
27,1.43882666666667,0.00149954089266635,1.44604233333333,0.00269950987315533
28,1.433413,0.00152448832940511,1.44083266666667,0.00271200495736517
29,1.42850033333333,0.00152715123327657,1.43610966666667,0.00276255948143951
30,1.42393666666667,0.00155980262279859,1.43175533333333,0.00278248921333993
31,1.419726,0.00158178317080827,1.42774266666667,0.00282594247801018
32,1.415828,0.00160029184851306,1.42404033333333,0.00285884059635255
33,1.41226233333333,0.00163461765825511,1.420669,0.00288801327334439
34,1.408885,0.0016180712799023,1.41747966666667,0.00294524309502473
35,1.405826,0.00165112103328235,1.41461,0.00295182327845072
36,1.402985,0.00159336059950386,1.41196433333333,0.00305133111207451
37,1.40032933333333,0.00159569427592605,1.409497,0.00309259772145928
38,1.39781966666667,0.00162616242185793,1.40719,0.00311386448006231
39,1.395578,0.00164226449361124,1.405148,0.00313154668921933
40,1.39340933333333,0.00164876243156038,1.40318133333333,0.00316936442975967
41,1.391438,0.00164994080712745,1.40141966666667,0.00318623553566035
42,1.389603,0.0016083755781494,1.399766,0.00326195370900823
43,1.38785433333333,0.00167818499846561,1.39820566666667,0.00322779701270443
44,1.386257,0.00167003852244825,1.39680433333333,0.0032557667129121
45,1.38474066666667,0.00166107120738008,1.395486,0.00328723663076202
46,1.383269,0.00168287987281852,1.394217,0.00328039337070214
47,1.38195633333333,0.00171750387357086,1.393086,0.00326996309864332
48,1.380722,0.00171615694695812,1.392031,0.00328436934583543
49,1.37953033333333,0.00173699382721844,1.39104,0.0032972618943469
50,1.37842733333333,0.00172784535053005,1.39012233333333,0.00333316889595469
51,1.377423,0.00171387533575881,1.38930133333333,0.00335737609189972
52,1.37645666666667,0.00171770589900526,1.38852733333333,0.00338453308778149
53,1.37557533333333,0.00171835780774575,1.38783233333333,0.00339537394437665
54,1.37473,0.00176132582642838,1.38717066666667,0.00338121697353466
55,1.373922,0.00176484390239666,1.38655533333333,0.00339866074929538
56,1.37318366666667,0.00175838796133418,1.38601166666667,0.00343099036560327
57,1.37249633333333,0.0017299374426302,1.385484,0.00346150497137532
58,1.371819,0.00177234778381104,1.38498566666667,0.00344837085526341
59,1.37122866666667,0.001755629105334,1.38456366666667,0.0034751988272599
60,1.37065533333333,0.00176636016209194,1.38416266666667,0.00348658824002285
61,1.37010366666667,0.00176019058319806,1.38377433333333,0.00350667195815607
62,1.36959533333333,0.0017475778158748,1.38343533333333,0.00352283884892344
63,1.369119,0.00176297986377665,1.38312233333333,0.00354209846778187
64,1.368657,0.00176790044965104,1.38282133333333,0.00355374294077449
65,1.36821433333333,0.00178297622588944,1.38254033333333,0.00356995950804355
66,1.36777566666667,0.00181888066922613,1.38227366666667,0.003556309916534
67,1.367372,0.00181909996055913,1.38203666666667,0.00357654696907386
68,1.366981,0.00183356210692387,1.381803,0.00359102241708471
69,1.366597,0.00184136489229817,1.38158766666667,0.00358531080320641
70,1.366241,0.00185670101700005,1.38138766666667,0.00358611157413612
71,1.36591633333333,0.00185731209612321,1.38121433333333,0.00359498255289928
72,1.36558333333333,0.0018577700490798,1.38103833333333,0.00359733663824704
73,1.36528533333333,0.00184485127367051,1.380891,0.00361411519828155
74,1.364987,0.00185321396501436,1.380732,0.0036092961455741
75,1.36469766666667,0.00184413599167449,1.38059266666667,0.00361814550411561
76,1.36444366666667,0.0018255527625864,1.38047666666667,0.00363967693928748
77,1.36419933333333,0.00183222457388303,1.380372,0.00363237690776634
78,1.36394466666667,0.00183679436938881,1.380261,0.00363851590625648
79,1.36370266666667,0.00181648090788083,1.380163,0.00365881519982646
80,1.36347566666667,0.0018248752164049,1.380072,0.00365577980738844
81,1.36326733333333,0.00183343508798766,1.379995,0.00365579457843549
82,1.363042,0.00181031433743145,1.379912,0.00367996150339746
83,1.36282133333333,0.00180255047697201,1.37982666666667,0.00369185791827463
84,1.36263366666667,0.00177408386379521,1.37977466666667,0.00370717109879668
85,1.36244333333333,0.00178695314862923,1.37971833333333,0.0037079800730295
86,1.36224966666667,0.00177823251817306,1.379667,0.00371717374718312
87,1.36207133333333,0.00176278970824463,1.37961866666667,0.00373499150674751
88,1.36187666666667,0.00176715106568333,1.37956933333333,0.00373885457799284
89,1.361703,0.00176921131199259,1.37952633333333,0.0037397170421661
90,1.36151933333333,0.00176371224661895,1.37948466666667,0.00375247974304506
91,1.36132733333333,0.00174749465106242,1.37942966666667,0.00375637771734485
92,1.36116233333333,0.00175337338350852,1.379394,0.00376795152122015
93,1.36100933333333,0.00172875414359184,1.37936966666667,0.00377322252489252
94,1.360853,0.00171291233473035,1.379344,0.00378630541116732
95,1.36069633333333,0.00169871055680251,1.379315,0.00380148734048438
96,1.36054466666667,0.00168364888128159,1.37928833333333,0.00380836153166146
97,1.36039566666667,0.00167590797946745,1.37926333333333,0.00382444595843409
98,1.36025,0.00167585381223521,1.37923666666667,0.00382877111123306
99,1.36012233333333,0.00167208738470654,1.37921766666667,0.00384064615510046
100,1.36000433333333,0.0016755278438164,1.379209,0.00384281598136654
101,1.35985533333333,0.00168163121865202,1.37919466666667,0.00384476356734388
102,1.359713,0.00169292488519808,1.37917166666667,0.0038482094825968
103,1.35958166666667,0.00170217710267106,1.37916466666667,0.00384989959465648
104,1.35945133333333,0.00168597238673846,1.37915066666667,0.00385552368544895
105,1.35932533333333,0.00169427709927404,1.37913866666667,0.00385972678941124
106,1.35920266666667,0.00170259259814017,1.37913933333333,0.00386086366276063
107,1.35907433333333,0.00171004567835448,1.37912333333333,0.00385823796858856
108,1.35895933333333,0.00171951046000891,1.37911666666667,0.00386354736245335
109,1.35882166666667,0.00170197656330682,1.37910533333333,0.00387165411106031
110,1.35870533333333,0.00169794313483462,1.37911033333333,0.00387124875054371
111,1.358594,0.00171094963875605,1.37910566666667,0.00387749286123753
112,1.358469,0.00172929291914551,1.379091,0.00386906638176714
113,1.35835266666667,0.0017399333958828,1.37908633333333,0.0038798182374032
114,1.35823666666667,0.00173567860573166,1.379079,0.00387506206404329
115,1.35811633333333,0.00173311864051598,1.37908066666667,0.0038823623679217
116,1.35800233333333,0.00173547502312522,1.37908566666667,0.00388514884596924
117,1.357911,0.00173234080547834,1.37909133333333,0.00388510328758112
118,1.357816,0.00174659230121195,1.37909266666667,0.00388285979943153
119,1.35770366666667,0.00175537010975478,1.37908133333333,0.00388015174388129
120,1.35760333333333,0.00175395369256873,1.37908366666667,0.00388489213352523
121,1.35751166666667,0.00175237920800289,1.37908966666667,0.00389289278326135
122,1.357424,0.00175774457762088,1.37909066666667,0.00389975190092265
123,1.35732633333333,0.0017674370018151,1.37908666666667,0.0039029269643636
124,1.35723233333333,0.00177843776634116,1.379096,0.00390972045035285
125,1.35713866666667,0.00176968176675865,1.37909033333333,0.00390771726490448
126,1.357039,0.00177011242579294,1.379096,0.00391251300315405
127,1.35695333333333,0.00176863720300957,1.37909533333333,0.00391076781322868
128,1.35687766666667,0.00175849563235071,1.37910066666667,0.00391259047461309
129,1.35678333333333,0.0017551965386224,1.37911566666667,0.00392085240167277
130,1.35669333333333,0.00175929840815006,1.37913033333333,0.00392999459996827
131,1.35662133333333,0.00174934775153652,1.37913933333333,0.00393284598679613
132,1.35652333333333,0.00176132645726623,1.379153,0.00393155194122209
133,1.35644066666667,0.00177314491487502,1.379155,0.00393375198338175
134,1.35635833333333,0.001774112422859,1.37916333333333,0.00393531204471042
135,1.35627533333333,0.00177065342612228,1.37917033333333,0.00393576407939977
136,1.35619433333333,0.00176918292501455,1.379177,0.00394205352573682
137,1.35611366666667,0.00177778313883711,1.37918466666667,0.00394878380710296
138,1.35602933333333,0.00177928568679139,1.379196,0.00394720517163801
139,1.35594433333333,0.00178224957716217,1.37921333333333,0.00394636764072885
140,1.35586866666667,0.00178759882401821,1.37921766666667,0.00395343870011016
141,1.355794,0.00179410757767551,1.37923733333333,0.00395769649611239
142,1.35571333333333,0.00179618063924551,1.37925066666667,0.00395689923497003
143,1.35563633333333,0.00179428283423032,1.37926333333333,0.00396226554162345
144,1.355553,0.00179645651207355,1.379276,0.00396514547866563
145,1.35546966666667,0.00179765742634242,1.37928766666667,0.00396356416481573
146,1.355386,0.00180432609762268,1.37930133333333,0.0039652156169825
147,1.35529666666667,0.00180048147882513,1.37931766666667,0.0039656499537546
148,1.35521233333333,0.001794183627412,1.37933533333333,0.00397410319722081
149,1.35514433333333,0.00179461144041467,1.37934866666667,0.00397562643563207
150,1.355062,0.00177822402031324,1.37937033333333,0.00397608939646894
151,1.35497766666667,0.00179165572085664,1.37937933333333,0.00396960823707709
152,1.35488666666667,0.0017930193033833,1.379395,0.00397670650999977
153,1.35480033333333,0.0017879788091367,1.379413,0.00397207687069854
154,1.354742,0.00179499823580351,1.379417,0.00397207812948577
155,1.35465733333333,0.00180496728189447,1.37943866666667,0.00396869561556487
156,1.35457866666667,0.00180874216579583,1.37945266666667,0.00396514735606323
157,1.354502,0.00181807938948374,1.379463,0.0039643824235467
158,1.35442133333333,0.00184211370134512,1.37947466666667,0.00396810738539109
159,1.354336,0.00184237021258703,1.37948833333333,0.00396793920759552
160,1.35425466666667,0.00184759110439061,1.37951166666667,0.00397092301053846
161,1.35417733333333,0.00185988822840957,1.37952233333333,0.00397789142915211
162,1.354101,0.00184979260095341,1.37953366666667,0.00398543066122707
163,1.35402733333333,0.00186202565930269,1.37954433333333,0.00398901293834185
164,1.35396166666667,0.00187579358012288,1.37955633333333,0.00398805318695482
165,1.35387566666667,0.00186666285711527,1.37956633333333,0.00399023928546234
166,1.353792,0.0018804214066009,1.379576,0.00398926618145681
167,1.35371766666667,0.00189064650910623,1.37958933333333,0.00399126123200981
168,1.35363166666667,0.00189151373831195,1.37959833333333,0.00400176505503188
169,1.353564,0.00190275186677334,1.37961033333333,0.00399851475202829
170,1.35348866666667,0.00190473871054456,1.37962133333333,0.0040026472351118
171,1.35341366666667,0.00191263332140916,1.37963333333333,0.00400774003926201
172,1.35333966666667,0.00191017282521392,1.37965133333333,0.00400638276860854
173,1.35327233333333,0.00190474238556275,1.37966033333333,0.00400682337465672
174,1.353206,0.00190490052236856,1.37966833333333,0.00400779044143659
175,1.35313133333333,0.00190025302414354,1.37968833333333,0.00401072373628178
176,1.35305866666667,0.00188789377059341,1.37970833333333,0.0040136362842576
177,1.35298233333333,0.00189477972920987,1.37971866666667,0.00401442277575752
178,1.35290966666667,0.00188881485474659,1.37972933333333,0.00402632308138441
179,1.35283766666667,0.0018872294214047,1.379746,0.00403354071095184
180,1.35276466666667,0.00187828651233105,1.379755,0.00404281618013958
181,1.35270533333333,0.00188604247619789,1.379769,0.00405191238800832
182,1.352624,0.0018868160128634,1.37978066666667,0.00404882734738279
183,1.352555,0.00189319958458214,1.379801,0.00404495636566607
184,1.35248733333333,0.00189633898753556,1.37981666666667,0.004050670424589
185,1.35241366666667,0.00191175893412292,1.37983466666667,0.00404895026174242
186,1.352347,0.00192633607315617,1.379848,0.00405418327164775
187,1.35227033333333,0.00192706276208613,1.37985533333333,0.00404907514814227
188,1.352195,0.00193450682773546,1.37986733333333,0.00405633211437194
189,1.352124,0.00194596351454115,1.37988733333333,0.0040535555860501
190,1.35205833333333,0.00195913626090867,1.37990633333333,0.00405293386188092
191,1.35198266666667,0.00194881371315426,1.379924,0.0040634261405985
192,1.351923,0.00194492227779325,1.37994633333333,0.00406373509091715
193,1.35185733333333,0.0019326845463397,1.37995966666667,0.00407346292756963
194,1.351803,0.00193369611538393,1.37997566666667,0.00407237934818863
195,1.35174133333333,0.00193753319680606,1.379994,0.00407470056162374
196,1.35167833333333,0.00194531734056294,1.38001333333333,0.00407533559626866
197,1.35162166666667,0.00194016224981674,1.38003333333333,0.00408582234340646
198,1.35156833333333,0.0019376584379804,1.38005733333333,0.00408940234696038
199,1.35150433333333,0.00194017633800425,1.38007666666667,0.00409712503539088
200,1.351439,0.00193779892320285,1.38009166666667,0.00410517448535718
201,1.35137233333333,0.00193064848058541,1.38011833333333,0.00411043650018483
202,1.35130966666667,0.00192804863934738,1.380134,0.00410905885414739
203,1.35124466666667,0.0019280486392898,1.380153,0.00411167216594193
204,1.35117666666667,0.0019174862595056,1.38017033333333,0.00411411815850184
205,1.35110766666667,0.00190934689237857,1.38019,0.00411879407916822
206,1.351048,0.0018984716660297,1.38020066666667,0.00412707170870837
207,1.35098033333333,0.00189688030426448,1.38021266666667,0.0041248907325969
208,1.350927,0.0018999985964551,1.38022633333333,0.00412377725984768
209,1.350857,0.00189984701142985,1.38024866666667,0.00412350339178079
210,1.350789,0.00190710041686706,1.38025766666667,0.00412041198052994
211,1.35071666666667,0.00189980653993549,1.38027066666667,0.00412197819286476
212,1.35064966666667,0.00189637941582674,1.380296,0.00412647379733607
213,1.35059033333333,0.00189865010528132,1.38030933333333,0.00413340072522417
214,1.35052766666667,0.00190590386846092,1.38032733333333,0.0041371072287395
215,1.35046933333333,0.00190585926967346,1.380351,0.00413634194263053
216,1.35040633333333,0.00190930254857619,1.38037233333333,0.00414083923326633
217,1.35035333333333,0.00191147488140498,1.380392,0.00414282254827505
218,1.350295,0.0019073837229781,1.38040833333333,0.0041336458752946
219,1.350249,0.00190586795624661,1.380424,0.00413275727170649
220,1.35019233333333,0.00190585926967346,1.38044133333333,0.00414313491073816
221,1.35013566666667,0.00190731649766381,1.380454,0.00413520527501588
222,1.35007933333333,0.00190135694226318,1.38047266666667,0.00413790464952864
223,1.35002566666667,0.00189028081387492,1.380483,0.00414017423140243
224,1.34997966666667,0.00189184254695231,1.38050333333333,0.00414142337316028
225,1.34992066666667,0.00189401097037326,1.38051866666667,0.00414299934293925
226,1.349843,0.00187988528016775,1.38054766666667,0.00413358442783398
227,1.34978866666667,0.0018762342307666,1.380559,0.00413418198280792
228,1.34973166666667,0.00187380296611241,1.38056866666667,0.00412612702451069
229,1.349682,0.00187642710127646,1.380588,0.00412795082337197
230,1.34963033333333,0.00187756656939025,1.38060466666667,0.00412331859334353
231,1.349587,0.00188263007513484,1.380624,0.00412892455728272
232,1.34952533333333,0.00188190937326354,1.38064466666667,0.00413554174871049
233,1.34946333333333,0.00188246333893029,1.38066333333333,0.00413262018040134
234,1.349413,0.00188570004691562,1.380673,0.00413797760584894
235,1.34935866666667,0.00189517586412149,1.380686,0.00414033678178103
236,1.34931,0.00189507062311214,1.38070466666667,0.0041466675240811
237,1.34925466666667,0.00189736823574534,1.380723,0.00414849016713156
238,1.349205,0.00190268354344277,1.380741,0.00415048824435879
239,1.34915033333333,0.00190231303662254,1.38076066666667,0.0041476600899832
240,1.349091,0.00190974256554956,1.38077633333333,0.00414409349420373
241,1.34903533333333,0.00190793506755647,1.38080066666667,0.00414280720711038
242,1.34897933333333,0.00191109503227561,1.380824,0.00414850776384305
243,1.34893033333333,0.00190414991241498,1.38084333333333,0.00415420889644965
244,1.34887733333333,0.00189861218324377,1.38085966666667,0.00416252762422639
245,1.34881766666667,0.00190128558847331,1.380879,0.00416469958899414
246,1.34876533333333,0.00190108957057885,1.38089733333333,0.00416828264661923
247,1.34870566666667,0.00190557801087594,1.38092033333333,0.00416762652944077
248,1.34863766666667,0.0019158805344438,1.38093633333333,0.00417115829901846
249,1.34859066666667,0.00191634832134463,1.38095966666667,0.00417071171654666
250,1.348546,0.00191447660386558,1.38097633333333,0.0041710347503716
